yearel,myoutcomenext,difshare
1946,1,.2865377
1946,0,-.2865377
1948,0,.2159254
1948,0,-.2159254
1950,1,.4789242
1950,0,-.4789242
1950,0,-.7248542
1952,1,.435678
1952,0,-.435678
1954,1,.2275209
1954,0,-.2275209
1956,0,.3425741
1956,0,-.3425741
1958,0,.029307
1958,0,-.029307
1960,1,.1433235
1960,0,-.1433235
1962,1,.1342074
1962,0,-.1342074
1964,1,.1288446
1964,0,-.1288446
1966,1,.3127597
1966,0,-.3127597
1970,0,.3893573
1970,0,-.3893573
1970,0,-.652246
1972,0,.3003559
1972,0,-.3003559
1974,1,.1293375
1974,0,-.1293375
1974,0,-.4585984
1976,1,.3479693
1976,0,-.3479693
1978,1,.5602013
1978,0,-.5602013
1978,0,-.6990724
1980,1,.6622821
1980,0,-.6622821
1980,0,-.7139425
1982,1,.4644083
1982,0,-.4644083
1982,0,-.6595277
1982,0,-.6816482
1982,0,-.6881406
1984,1,.3880442
1984,0,-.3880442
1984,0,-.6137972
1984,0,-.6337206
1984,0,-.6405595
1992,1,.2696773
1992,0,-.2696773
1992,0,-.4995163
1992,0,-.5657379
1992,0,-.5661327
1992,0,-.5714677
1994,1,.0330531
1994,0,-.0330531
1994,0,-.4856331
1994,0,-.4870492
1994,0,-.4925951
1996,1,.2266846
1996,0,-.2266846
1996,0,-.4594003
1996,0,-.5425026
1996,0,-.5453649
1996,0,-.5477828
1996,0,-.549898
1986,1,.3271024
1986,0,-.3271024
1986,0,-.6575888
1988,1,.3503328
1988,0,-.3503328
1990,0,.3282215
1990,0,-.3282215
1990,0,-.6377259
1946,1,.1279602
1946,0,-.1279602
1948,1,.0157825
1948,0,-.0157825
1948,0,-.5032768
1948,0,-.5054044
1950,0,.1330871
1950,0,-.1330871
1952,0,.0385554
1952,0,-.0385554
1954,0,.098214
1954,0,-.098214
1956,0,.03913
1956,1,-.03913
1958,1,.0045652
1958,0,-.0045652
1960,1,.009714
1960,0,-.009714
1962,1,.0601998
1962,0,-.0601998
1962,0,-.5275959
1964,0,.131395
1964,0,-.131395
1964,0,-.5651237
1966,1,.1154495
1966,0,-.1154495
1968,0,.1734588
1968,0,-.1734588
1970,1,.0916707
1970,0,-.0916707
1970,0,-.5200202
1972,1,.2568375
1972,0,-.2568375
1972,0,-.6203957
1972,0,-.6241859
1974,0,.1892121
1974,0,-.1892121
1974,0,-.5774163
1974,0,-.5774724
1974,0,-.5829051
1974,0,-.584271
1976,1,.0383894
1976,0,-.0383894
1976,0,-.5113478
1976,0,-.513643
1976,0,-.5136476
1976,0,-.5145229
1978,1,.1702524
1978,0,-.1702524
1978,0,-.5754731
1980,0,.2429413
1980,0,-.2429413
1980,0,-.6110401
1982,1,.0605113
1982,0,-.0605113
1982,0,-.5180364
1982,0,-.5201527
1982,0,-.5209663
1984,1,.1704429
1984,0,-.1704429
1984,0,-.5834067
1992,1,.1289674
1992,0,-.1289674
1992,0,-.5337312
1994,1,.441787
1994,0,-.441787
1994,0,-.6875564
1994,0,-.7001815
1996,1,.4209369
1996,0,-.4209369
1996,0,-.6804944
1996,0,-.6842084
1996,0,-.6917862
1946,1,.2703026
1946,0,-.2703026
1948,1,.0724699
1948,0,-.0724699
1948,0,-.5209051
1948,0,-.5265071
1950,1,.1349088
1950,0,-.1349088
1952,0,.1032512
1952,0,-.1032512
1952,0,-.5479359
1954,1,.0883634
1954,0,-.0883634
1954,0,-.5420213
1956,0,.1681314
1956,0,-.1681314
1956,0,-.5810968
1958,1,.0095138
1958,0,-.0095138
1958,0,-.4995423
1958,0,-.5012432
1960,1,.1535785
1960,0,-.1535785
1960,0,-.5743011
1962,1,.1780771
1962,0,-.1780771
1962,0,-.5860745
1964,1,.1250955
1964,0,-.1250955
1964,0,-.560385
1966,1,.0510018
1966,0,-.0510018
1966,0,-.499116
1966,0,-.5065718
1966,0,-.5120188
1966,0,-.5120715
1968,1,.1707538
1968,0,-.1707538
1968,0,-.5743352
1968,0,-.5757548
1970,1,.2278488
1970,0,-.2278488
1970,0,-.6088788
1972,0,.0546052
1972,1,-.0546052
1972,0,-.5227334
1972,0,-.5235558
1972,0,-.5237386
1974,1,.1900718
1974,0,-.1900718
1974,0,-.5516701
1974,0,-.5692613
1974,0,-.5699163
1974,0,-.5722229
1974,0,-.5728493
1974,0,-.5739457
1976,1,.4118103
1976,0,-.4118103
1976,0,-.6968979
1976,0,-.69698
1976,0,-.6993248
1978,1,.5930474
1978,0,-.5930474
1978,0,-.7889912
1980,1,.5476753
1980,0,-.5476753
1980,0,-.7602262
1980,0,-.7617776
1980,0,-.7659946
1982,1,.4709956
1982,0,-.4709956
1982,0,-.7295133
1982,0,-.7306135
1984,1,.4408132
1984,0,-.4408132
1984,0,-.7148377
1986,1,.5203919
1986,0,-.5203919
1986,0,-.7488977
1988,0,.4033955
1988,0,-.4033955
1988,0,-.693369
1990,1,.1160812
1990,0,-.1160812
1990,0,-.5310675
1990,0,-.5323079
1990,0,-.5349144
1992,1,.3876056
1992,0,-.3876056
1992,0,-.6566523
1992,0,-.661563
1992,0,-.6636588
1992,0,-.6693763
1994,1,.4453428
1994,0,-.4453428
1996,1,.5510548
1996,0,-.5510548
1996,0,-.7485503
1996,0,-.7523228
1996,0,-.754126
1946,1,.3417927
1946,0,-.3417927
1948,1,.2418388
1948,0,-.2418388
1948,0,-.6096578
1950,1,.0868756
1950,0,-.0868756
1952,1,.2678289
1952,0,-.2678289
1954,1,.2715515
1954,0,-.2715515
1954,0,-.6349614
1956,0,.3582262
1956,0,-.3582262
1956,0,-.6772711
1958,1,.073483
1958,0,-.073483
1958,0,-.5292638
1960,1,.1333846
1960,0,-.1333846
1960,0,-.5630118
1962,0,.0599517
1962,0,-.0599517
1962,0,-.5219097
1964,0,.0157146
1964,0,-.0157146
1966,1,.0466521
1966,0,-.0466521
1966,0,-.506268
1966,0,-.5081856
1968,1,.1081692
1968,0,-.1081692
1968,0,-.5494961
1970,1,.0335881
1970,0,-.0335881
1972,0,.3147232
1972,0,-.3147232
1974,1,.1602913
1974,0,-.1602913
1974,0,-.5590538
1976,1,.2344166
1976,0,-.2344166
1978,1,.3285188
1978,0,-.3285188
1980,0,.1627635
1980,0,-.1627635
1980,0,-.5649951
1980,0,-.5706079
1982,0,.3689389
1982,0,-.3689389
1982,0,-.6722315
1984,1,.2647188
1984,0,-.2647188
1986,1,.3962052
1986,0,-.3962052
1986,0,-.6515391
1988,1,.3261694
1988,0,-.3261694
1988,0,-.6456977
1990,1,.763422
1990,0,-.763422
1992,0,.1440764
1992,1,-.1440764
1992,0,-.5479966
1992,0,-.5501398
1992,0,-.552089
1994,1,.2924387
1994,0,-.2924387
1996,1,.2230946
1996,0,-.2230946
1996,0,-.5966527
1996,0,-.5978534
1996,0,-.5982611
1946,1,.314969
1946,0,-.314969
1946,0,-.6316639
1948,1,.1854232
1948,0,-.1854232
1948,0,-.5722988
1948,0,-.5838209
1950,1,.2540942
1950,0,-.2540942
1950,0,-.6180372
1952,1,.2934716
1952,0,-.2934716
1952,0,-.6381881
1954,1,.1511921
1954,0,-.1511921
1956,1,.3064179
1956,0,-.3064179
1958,1,.1214361
1958,0,-.1214361
1960,1,.0620459
1960,0,-.0620459
1962,0,.1381663
1962,0,-.1381663
1964,1,.008291
1964,0,-.008291
1966,1,.0604591
1966,0,-.0604591
1966,0,-.5201012
1968,1,.1583886
1968,0,-.1583886
1968,0,-.574503
1970,1,.1210065
1970,0,-.1210065
1970,0,-.5338759
1972,1,.0591708
1972,0,-.0591708
1974,1,.3901537
1974,0,-.3901537
1974,0,-.6809481
1974,0,-.6832807
1976,1,.250221
1976,0,-.250221
1976,0,-.6130879
1978,1,.1249975
1978,0,-.1249975
1978,0,-.5536773
1980,1,.0097966
1980,0,-.0097966
1980,0,-.4925011
1980,0,-.4962928
1980,0,-.4979796
1982,1,.2607248
1982,0,-.2607248
1982,0,-.618398
1982,0,-.618901
1982,0,-.6200807
1982,0,-.6204879
1984,1,.0752456
1984,0,-.0752456
1984,0,-.5278265
1984,0,-.5290862
1986,0,.1740179
1986,0,-.1740179
1988,1,.0421208
1988,0,-.0421208
1988,0,-.5071136
1990,1,.0268997
1990,0,-.0268997
1990,0,-.4631883
1990,0,-.4790767
1990,0,-.4854446
1992,1,.2242238
1992,0,-.2242238
1992,0,-.58115
1992,0,-.5827215
1992,0,-.5849928
1992,0,-.5881711
1992,0,-.5882258
1992,0,-.5888201
1992,0,-.5894299
1992,0,-.5897466
1994,1,.3516876
1994,0,-.3516876
1994,0,-.6466832
1994,0,-.657542
1996,1,.3094978
1996,0,-.3094978
1996,0,-.6297589
1996,0,-.6366164
1996,0,-.6375174
1996,0,-.639454
1946,0,.0523437
1946,1,-.0523437
1948,1,.2301033
1948,0,-.2301033
1950,1,.0432048
1950,0,-.0432048
1952,0,.094678
1952,0,-.094678
1954,1,.1672459
1954,0,-.1672459
1956,1,.0906967
1956,0,-.0906967
1958,1,.2598468
1958,0,-.2598468
1960,1,.2064922
1960,0,-.2064922
1960,0,-.6010768
1960,0,-.6012329
1962,1,.2785404
1962,0,-.2785404
1962,0,-.6352125
1964,1,.3523014
1964,0,-.3523014
1964,0,-.6735122
1966,1,.1265761
1966,0,-.1265761
1966,0,-.5583727
1968,1,.0690971
1968,0,-.0690971
1968,0,-.5314078
1970,1,.1695811
1970,0,-.1695811
1970,0,-.5810379
1972,1,.1605805
1972,0,-.1605805
1974,1,.336591
1974,0,-.336591
1976,1,.3423227
1976,0,-.3423227
1976,0,-.6545989
1976,0,-.6574373
1976,0,-.6605099
1978,0,.2418903
1978,1,-.2418903
1978,0,-.6007479
1978,0,-.6035526
1978,0,-.6080418
1980,1,.1600378
1980,0,-.1600378
1980,0,-.5498149
1980,0,-.5558978
1982,1,.0615148
1982,0,-.0615148
1982,0,-.522759
1982,0,-.5245303
1982,0,-.5253483
1984,1,.2261722
1984,0,-.2261722
1986,1,.2283698
1986,0,-.2283698
1986,0,-.6049947
1988,1,.3229422
1988,0,-.3229422
1988,0,-.6527219
1988,0,-.6540895
1990,1,.2853797
1990,0,-.2853797
1990,0,-.6155734
1990,0,-.621454
1990,0,-.6226314
1992,1,.267721
1992,0,-.267721
1992,0,-.6057042
1992,0,-.6092155
1992,0,-.6113172
1992,0,-.6144885
1994,1,.3726409
1994,0,-.3726409
1994,0,-.6691043
1994,0,-.6737159
1996,1,.2991517
1996,0,-.2991517
1996,0,-.6231868
1996,0,-.6273847
1996,0,-.6313958
1946,1,.2276505
1946,0,-.2276505
1946,0,-.6117163
1948,1,.1610064
1948,0,-.1610064
1948,0,-.561076
1948,0,-.5727758
1950,0,.232685
1950,0,-.232685
1952,1,.2442716
1952,0,-.2442716
1952,0,-.621233
1954,1,.1852616
1954,0,-.1852616
1956,1,.2910475
1956,0,-.2910475
1956,0,-.6427895
1958,1,.1165295
1958,0,-.1165295
1958,0,-.5537906
1960,1,.1733743
1960,0,-.1733743
1960,0,-.5843981
1962,1,.3277265
1962,0,-.3277265
1962,0,-.6515235
1964,1,.2714642
1964,0,-.2714642
1966,1,.4368172
1966,0,-.4368172
1966,0,-.6860875
1968,1,.3825493
1968,0,-.3825493
1968,0,-.6633775
1970,1,.346054
1970,0,-.346054
1970,0,-.6466519
1972,0,.2397145
1972,0,-.2397145
1974,1,.098967
1974,0,-.098967
1974,0,-.5132039
1974,0,-.5218712
1976,1,.3551813
1976,0,-.3551813
1976,0,-.6602428
1976,0,-.6614072
1976,0,-.6661815
1978,1,.4510792
1978,0,-.4510792
1980,0,.5700326
1980,0,-.5700326
1980,0,-.7628006
1980,0,-.767351
1982,1,.3182629
1982,0,-.3182629
1982,0,-.6403859
1984,1,.4234021
1984,0,-.4234021
1986,1,.4913685
1986,0,-.4913685
1988,1,.5205488
1988,0,-.5205488
1988,0,-.7502759
1990,1,.5322627
1990,0,-.5322627
1990,0,-.7373245
1992,1,.4687777
1992,0,-.4687777
1992,0,-.6925514
1992,0,-.7054754
1992,0,-.7114601
1992,0,-.7122327
1994,1,.5235352
1994,0,-.5235352
1994,0,-.7226228
1994,0,-.7272062
1994,0,-.7391104
1996,1,.4654016
1996,0,-.4654016
1996,0,-.6968423
1996,0,-.7046077
1996,0,-.7063377
1996,0,-.7079577
1996,0,-.7094007
1946,1,.3171482
1946,0,-.3171482
1946,0,-.6318538
1946,0,-.6389394
1948,1,.1448746
1948,0,-.1448746
1948,0,-.5247024
1948,0,-.542317
1950,1,.2444574
1950,0,-.2444574
1952,0,.285245
1952,0,-.285245
1952,0,-.632925
1954,0,.1412619
1954,0,-.1412619
1954,0,-.5402387
1956,1,.0209128
1956,0,-.0209128
1956,0,-.4967578
1958,1,.0423699
1958,0,-.0423699
1958,0,-.4935502
1958,0,-.5076736
1960,1,.1633281
1960,0,-.1633281
1960,0,-.5700098
1960,0,-.5759382
1962,1,.1986944
1962,0,-.1986944
1962,0,-.5899124
1964,1,.1948055
1964,0,-.1948055
1966,1,.3626781
1966,0,-.3626781
1966,0,-.651227
1966,0,-.664629
1966,0,-.6674402
1968,0,.3175016
1968,0,-.3175016
1968,0,-.6534045
1970,1,.0956744
1970,0,-.0956744
1970,0,-.5185512
1970,0,-.5315279
1972,1,.2667246
1972,0,-.2667246
1972,0,-.622205
1972,0,-.6232008
1974,1,.0700463
1974,0,-.0700463
1974,0,-.5154028
1974,0,-.5174453
1974,0,-.5210133
1976,1,.1906964
1976,0,-.1906964
1976,0,-.5821916
1976,0,-.5828356
1976,0,-.5832229
1976,0,-.5865126
1978,1,.2198078
1978,0,-.2198078
1978,0,-.5986409
1978,0,-.5992752
1978,0,-.6003482
1980,1,.1503444
1980,0,-.1503444
1980,0,-.5537504
1980,0,-.5551703
1980,0,-.5604647
1980,0,-.5609574
1982,1,.3684632
1982,0,-.3684632
1982,0,-.6748715
1984,1,.1304697
1984,0,-.1304697
1984,0,-.5462373
1986,1,.4006791
1986,0,-.4006791
1986,0,-.6693021
1988,1,.2304245
1988,0,-.2304245
1988,0,-.605759
1988,0,-.6078902
1990,0,.0435293
1990,0,-.0435293
1990,0,-.4865572
1990,0,-.4911585
1992,1,.0765924
1992,0,-.0765924
1992,0,-.513563
1992,0,-.5168758
1992,0,-.5183398
1992,0,-.5188794
1992,0,-.5203744
1992,0,-.5212678
1992,0,-.5218782
1994,1,.2282954
1994,0,-.2282954
1994,0,-.5915116
1994,0,-.5981226
1994,0,-.599833
1996,1,.2517864
1996,0,-.2517864
1996,0,-.6024779
1996,0,-.6051072
1996,0,-.6063948
1996,0,-.609373
1946,1,.379655
1946,0,-.379655
1948,0,.1293172
1948,0,-.1293172
1948,0,-.5556986
1950,1,.3933631
1950,0,-.3933631
1952,1,.3664546
1952,0,-.3664546
1954,1,.2640276
1954,0,-.2640276
1956,1,.4132878
1956,0,-.4132878
1958,1,.1960568
1958,0,-.1960568
1958,0,-.592939
1960,1,.2767117
1960,0,-.2767117
1960,0,-.6339071
1962,1,.2359001
1962,0,-.2359001
1962,0,-.6097703
1962,0,-.6115978
1964,1,.133853
1964,0,-.133853
1964,0,-.5609659
1966,1,.3282827
1966,0,-.3282827
1968,1,.2548599
1968,0,-.2548599
1968,0,-.6105133
1970,1,.1715845
1970,0,-.1715845
1972,0,.180088
1972,0,-.180088
1972,0,-.5581968
1974,1,.0524626
1974,0,-.0524626
1974,0,-.4373728
1976,1,.1309031
1976,0,-.1309031
1978,0,.0591142
1978,1,-.0591142
1978,0,-.5189447
1978,0,-.5238469
1980,1,.0420961
1980,0,-.0420961
1980,0,-.4906435
1980,0,-.4997597
1980,0,-.5045558
1982,1,.1271046
1982,0,-.1271046
1982,0,-.5517248
1984,1,.4876658
1984,0,-.4876658
1984,0,-.7384652
1986,1,.5808287
1986,0,-.5808287
1988,1,.4921742
1988,0,-.4921742
1990,0,.5149013
1990,0,-.5149013
1990,0,-.7247407
1992,1,.1064688
1992,0,-.1064688
1992,0,-.5164865
1992,0,-.5222547
1992,0,-.5248668
1992,0,-.5293814
1992,0,-.5300264
1994,1,.2085109
1994,0,-.2085109
1994,0,-.581724
1994,0,-.5928782
1996,1,.1355973
1996,0,-.1355973
1996,0,-.5363738
1996,0,-.5466201
1996,0,-.550907
1946,1,.4235175
1946,0,-.4235175
1946,0,-.700213
1946,0,-.7002252
1946,0,-.7013388
1948,1,.0011883
1948,0,-.0011883
1948,0,-.4374593
1948,0,-.4622926
1950,1,.275947
1950,0,-.275947
1950,0,-.63125
1952,1,.2762929
1952,0,-.2762929
1952,0,-.6037923
1952,0,-.6244897
1952,0,-.6247211
1954,1,.0964591
1954,0,-.0964591
1954,0,-.5460432
1956,1,.2207518
1956,0,-.2207518
1956,0,-.6044239
1956,0,-.6071652
1958,0,.1691036
1958,0,-.1691036
1958,0,-.576128
1958,0,-.5787533
1960,1,.0823041
1960,0,-.0823041
1960,0,-.4802641
1960,0,-.5188085
1962,1,.3079937
1962,0,-.3079937
1962,0,-.6462749
1962,0,-.6464036
1964,1,.352645
1964,0,-.352645
1964,0,-.6728472
1966,1,.2136971
1966,0,-.2136971
1966,0,-.574496
1968,0,.2316388
1968,0,-.2316388
1968,0,-.6094175
1970,1,.2197584
1970,0,-.2197584
1972,1,.2617525
1972,0,-.2617525
1974,1,.4931305
1974,0,-.4931305
1974,0,-.7232169
1976,1,.4154842
1976,0,-.4154842
1976,0,-.7020999
1978,1,.4891255
1978,0,-.4891255
1980,1,.357719
1980,0,-.357719
1980,0,-.6630333
1980,0,-.6653891
1982,1,.4215574
1982,0,-.4215574
1982,0,-.6989952
1984,1,.2577682
1984,0,-.2577682
1984,0,-.6239024
1986,1,.2557553
1986,0,-.2557553
1990,0,.5845984
1990,0,-.5845984
1990,0,-.7223738
1992,0,.0586315
1992,0,-.0586315
1992,0,-.3914531
1992,0,-.4558466
1992,0,-.4596411
1992,0,-.4646258
1992,0,-.4646744
1992,0,-.4681093
1992,0,-.4684785
1992,0,-.4686777
1994,0,.0129662
1994,0,-.0129662
1994,0,-.4830018
1996,0,.0323785
1996,0,-.0323785
1996,0,-.5035967
1946,1,.3810723
1946,0,-.3810723
1948,1,.2449063
1948,0,-.2449063
1950,0,.2502114
1950,0,-.2502114
1950,0,-.4850297
1952,1,.3286574
1952,0,-.3286574
1952,0,-.6583077
1954,0,.2046548
1954,0,-.2046548
1956,1,.3591661
1956,0,-.3591661
1956,0,-.6750941
1958,1,.1543395
1958,0,-.1543395
1958,0,-.5703492
1958,0,-.5708765
1960,1,.1645682
1960,0,-.1645682
1960,0,-.5772063
1962,0,.1478958
1962,0,-.1478958
1962,0,-.5637249
1962,0,-.5661213
1964,1,.0108924
1964,0,-.0108924
1964,0,-.4942084
1964,0,-.5000494
1966,1,.0175525
1966,0,-.0175525
1968,1,.0119081
1968,0,-.0119081
1968,0,-.4903004
1968,0,-.4929302
1968,0,-.4967549
1970,1,.1397679
1970,0,-.1397679
1970,0,-.5583793
1972,1,.1157124
1972,0,-.1157124
1974,0,.3157059
1974,0,-.3157059
1974,0,-.6227698
1974,0,-.642263
1976,1,.087628
1976,0,-.087628
1976,0,-.5220812
1976,0,-.5223531
1976,0,-.5231685
1978,1,.1104858
1978,0,-.1104858
1978,0,-.3619726
1978,0,-.4849322
1980,0,.207665
1980,0,-.207665
1980,0,-.5793164
1980,0,-.5828889
1980,0,-.5849805
1982,1,.0699276
1982,0,-.0699276
1982,0,-.5207808
1984,1,.2527749
1984,0,-.2527749
1986,1,.3804713
1986,0,-.3804713
1988,1,.3482321
1988,0,-.3482321
1988,0,-.6661797
1990,1,.1583878
1990,0,-.1583878
1990,0,-.5525891
1992,1,.2136914
1992,0,-.2136914
1992,0,-.5642846
1992,0,-.5736435
1992,0,-.5763707
1992,0,-.5773636
1992,0,-.5784947
1992,0,-.5809412
1994,0,.2647666
1994,0,-.2647666
1994,0,-.6160187
1994,0,-.6205657
1996,1,.1357844
1996,0,-.1357844
1996,0,-.5448064
1996,0,-.5504054
1946,0,.0673896
1946,1,-.0673896
1946,0,-.5113492
1946,0,-.5202875
1948,1,.0498678
1948,0,-.0498678
1948,0,-.4742451
1948,0,-.504062
1950,1,.2202938
1950,0,-.2202938
1952,1,.1510013
1952,0,-.1510013
1952,0,-.5591504
1952,0,-.5647644
1954,1,.2674522
1954,0,-.2674522
1956,1,.1223716
1956,0,-.1223716
1958,1,.2909029
1958,0,-.2909029
1958,0,-.6259758
1960,1,.3200827
1960,0,-.3200827
1960,0,-.6377199
1962,1,.4623795
1962,0,-.4623795
1962,0,-.7228535
1962,0,-.7247705
1964,1,.4897577
1964,0,-.4897577
1964,0,-.7345485
1964,0,-.738639
1964,0,-.7388552
1966,1,.3154757
1966,0,-.3154757
1966,0,-.6185353
1966,0,-.6370205
1968,1,.2944146
1968,0,-.2944146
1968,0,-.6277002
1968,0,-.6328195
1968,0,-.6351178
1970,1,.3995841
1970,0,-.3995841
1972,1,.5949669
1972,0,-.5949669
1974,1,.6585187
1974,0,-.6585187
1974,0,-.7718576
1976,1,.6660361
1976,0,-.6660361
1976,0,-.8183845
1976,0,-.8233669
1976,0,-.8245001
1978,1,.7370682
1978,0,-.7370682
1978,0,-.8580993
1978,0,-.8589931
1980,1,.7213402
1980,0,-.7213402
1980,0,-.8472407
1980,0,-.8501653
1980,0,-.8502774
1980,0,-.85086
1982,1,.6691617
1982,0,-.6691617
1982,0,-.8155559
1982,0,-.8187761
1984,1,.6733958
1984,0,-.6733958
1986,0,.9187139
1986,0,-.9187139
1988,1,.6470363
1988,0,-.6470363
1988,0,-.724005
1988,0,-.7320709
1988,0,-.7685
1988,0,-.769587
1990,1,.6413154
1990,0,-.6413154
1990,0,-.8029634
1992,1,.5822752
1992,0,-.5822752
1992,0,-.7753355
1992,0,-.7777348
1994,1,.5397894
1994,0,-.5397894
1994,0,-.7423552
1994,0,-.7522568
1996,1,.6953529
1996,0,-.6953529
1996,0,-.8336688
1996,0,-.837217
1946,0,.2294632
1946,0,-.2294632
1946,0,-.5882677
1946,0,-.600063
1946,0,-.602136
1948,1,.0156278
1948,0,-.0156278
1948,0,-.4492186
1948,0,-.4555731
1948,0,-.4693789
1948,0,-.4734671
1950,1,.0408339
1950,0,-.0408339
1950,0,-.5064803
1952,1,.0597696
1952,0,-.0597696
1952,0,-.508967
1952,0,-.5206883
1954,1,.1501204
1954,0,-.1501204
1954,0,-.5374763
1956,1,.0491341
1956,0,-.0491341
1956,0,-.5013881
1958,1,.1868242
1958,0,-.1868242
1960,0,.2515563
1960,0,-.2515563
1960,0,-.5924044
1960,0,-.6114786
1962,1,.2207253
1962,0,-.2207253
1962,0,-.5681531
1962,0,-.5892888
1964,1,.3927018
1964,0,-.3927018
1966,1,.1749818
1966,0,-.1749818
1966,0,-.5736434
1968,1,.3225137
1968,0,-.3225137
1968,0,-.6452206
1968,0,-.6511886
1970,1,.3691123
1970,0,-.3691123
1972,1,.178281
1972,0,-.178281
1972,0,-.5603869
1972,0,-.561755
1974,1,.3982857
1974,0,-.3982857
1974,0,-.67897
1976,1,.3649166
1976,0,-.3649166
1976,0,-.6670423
1976,0,-.6728753
1978,1,.4206305
1978,0,-.4206305
1978,0,-.6954799
1980,1,.2870986
1980,0,-.2870986
1980,0,-.6201194
1980,0,-.6202381
1980,0,-.6220954
1982,0,.2953537
1982,0,-.2953537
1982,0,-.633694
1984,1,.115244
1984,0,-.115244
1986,1,.3603887
1986,0,-.3603887
1988,1,.4096169
1988,0,-.4096169
1990,1,.32346
1990,0,-.32346
1990,0,-.6247903
1992,0,.4444039
1992,0,-.4444039
1992,0,-.6877878
1992,0,-.6893189
1992,0,-.6939569
1992,0,-.6945939
1992,0,-.6967136
1994,1,.4324368
1994,0,-.4324368
1994,0,-.7061087
1994,0,-.7096114
1996,1,.3540904
1996,0,-.3540904
1996,0,-.6514434
1996,0,-.6524311
1996,0,-.6554919
1946,1,.2890792
1946,0,-.2890792
1946,0,-.6200095
1946,0,-.6337774
1948,1,.0363967
1948,0,-.0363967
1948,0,-.4416861
1948,0,-.4673336
1948,0,-.4837993
1950,1,.0843561
1950,0,-.0843561
1950,0,-.5086681
1952,1,.0961515
1952,0,-.0961515
1954,1,.0613376
1954,0,-.0613376
1956,0,.2099067
1956,0,-.2099067
1956,0,-.5823938
1956,0,-.5947556
1958,1,.0737047
1958,0,-.0737047
1958,0,-.5140183
1958,0,-.522225
1958,0,-.5238004
1960,1,.0249754
1960,0,-.0249754
1960,0,-.4865887
1960,0,-.4975619
1962,0,.0586491
1962,0,-.0586491
1962,0,-.5200441
1962,0,-.5228912
1962,0,-.5236167
1964,0,.0640957
1964,0,-.0640957
1964,0,-.5098153
1964,0,-.5208556
1966,1,.4998226
1966,0,-.4998226
1966,0,-.7177314
1968,1,.4313227
1968,0,-.4313227
1970,0,.323974
1970,0,-.323974
1972,1,.2730504
1972,0,-.2730504
1972,0,-.6310748
1974,1,.3261133
1974,0,-.3261133
1974,0,-.6388833
1974,0,-.6415926
1974,0,-.6427476
1976,1,.4687263
1976,0,-.4687263
1976,0,-.727945
1976,0,-.7288207
1978,1,.4674371
1978,0,-.4674371
1980,1,.5621793
1980,0,-.5621793
1980,0,-.7576874
1980,0,-.7647721
1982,1,.3442523
1982,0,-.3442523
1982,0,-.6584397
1984,1,.3066939
1984,0,-.3066939
1984,0,-.642655
1986,1,.2697136
1986,0,-.2697136
1988,0,.393768
1988,0,-.393768
1988,0,-.6842158
1990,1,.3295081
1990,0,-.3295081
1990,0,-.6139178
1990,0,-.6257606
1990,0,-.6318802
1992,1,.3342939
1992,0,-.3342939
1992,0,-.5982065
1992,0,-.6317344
1992,0,-.6321084
1992,0,-.635991
1994,0,.3796505
1994,0,-.3796505
1994,0,-.6705828
1996,0,.0379502
1996,0,-.0379502
1996,0,-.4897686
1996,0,-.4946159
1996,0,-.499961
1946,1,.3077879
1946,0,-.3077879
1946,0,-.6291512
1946,0,-.6414924
1946,0,-.643274
1948,0,.3610691
1948,0,-.3610691
1950,1,.1053233
1950,0,-.1053233
1950,0,-.452521
1952,1,.1390717
1952,0,-.1390717
1952,0,-.5153496
1954,1,.3383542
1954,0,-.3383542
1954,0,-.4845734
1956,0,.0004674
1956,0,-.0004674
1956,0,-.4048294
1956,0,-.4155953
1956,0,-.4312479
1956,0,-.4458429
1958,1,.4123423
1958,0,-.4123423
1958,0,-.6315083
1958,0,-.6427226
1958,0,-.6481025
1958,0,-.6528544
1958,0,-.6547379
1958,0,-.6553658
1958,0,-.6576822
1958,0,-.6589921
1958,0,-.6602044
1960,1,.3660896
1960,0,-.3660896
1962,1,.5606018
1962,0,-.5606018
1962,0,-.7508888
1964,1,.5565471
1964,0,-.5565471
1964,0,-.7571201
1966,1,.4366139
1966,0,-.4366139
1968,1,.2069984
1968,0,-.2069984
1968,0,-.4925962
1968,0,-.5218974
1970,0,.4557879
1970,0,-.4557879
1970,0,-.6775022
1972,0,.1276821
1972,1,-.1276821
1972,0,-.5423187
1974,1,.1456437
1974,0,-.1456437
1976,0,.0250705
1976,0,-.0250705
1976,0,-.4933294
1976,0,-.4962474
1978,1,.0368388
1978,0,-.0368388
1980,1,.4527799
1980,0,-.4527799
1980,0,-.6964424
1982,0,.2035054
1982,0,-.2035054
1982,0,-.5890191
1982,0,-.5901245
1982,0,-.5908259
1984,1,.2229367
1984,0,-.2229367
1984,0,-.60056
1984,0,-.604827
1986,1,.307179
1986,0,-.307179
1988,1,.3896138
1988,0,-.3896138
1990,0,.1864209
1990,0,-.1864209
1990,0,-.5569853
1992,1,.3372428
1992,0,-.3372428
1992,0,-.6266179
1992,0,-.6322728
1992,0,-.6323689
1992,0,-.6331856
1992,0,-.6381542
1994,1,.4568804
1994,0,-.4568804
1994,0,-.6933705
1994,0,-.6952036
1994,0,-.6996449
1996,1,.6146662
1996,0,-.6146662
