Obesity; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2017
Data downloaded on 5-October-2020
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Maunabo Municipio,Puerto Rico,72095,No Data,No Data,No Data
Mayagüez Municipio,Puerto Rico,72097,No Data,No Data,No Data
Moca Municipio,Puerto Rico,72099,No Data,No Data,No Data
Morovis Municipio,Puerto Rico,72101,No Data,No Data,No Data
Naguabo Municipio,Puerto Rico,72103,No Data,No Data,No Data
Naranjito Municipio,Puerto Rico,72105,No Data,No Data,No Data
Orocovis Municipio,Puerto Rico,72107,No Data,No Data,No Data
Patillas Municipio,Puerto Rico,72109,No Data,No Data,No Data
Peñuelas Municipio,Puerto Rico,72111,No Data,No Data,No Data
Ponce Municipio,Puerto Rico,72113,No Data,No Data,No Data
Quebradillas Municipio,Puerto Rico,72115,No Data,No Data,No Data
Rincón Municipio,Puerto Rico,72117,No Data,No Data,No Data
Río Grande Municipio,Puerto Rico,72119,No Data,No Data,No Data
Sabana Grande Municipio,Puerto Rico,72121,No Data,No Data,No Data
Salinas Municipio,Puerto Rico,72123,No Data,No Data,No Data
San Germán Municipio,Puerto Rico,72125,No Data,No Data,No Data
San Juan Municipio,Puerto Rico,72127,No Data,No Data,No Data
San Lorenzo Municipio,Puerto Rico,72129,No Data,No Data,No Data
San Sebastián Municipio,Puerto Rico,72131,No Data,No Data,No Data
Santa Isabel Municipio,Puerto Rico,72133,No Data,No Data,No Data
Toa Alta Municipio,Puerto Rico,72135,No Data,No Data,No Data
Toa Baja Municipio,Puerto Rico,72137,No Data,No Data,No Data
Trujillo Alto Municipio,Puerto Rico,72139,No Data,No Data,No Data
Utuado Municipio,Puerto Rico,72141,No Data,No Data,No Data
Vega Alta Municipio,Puerto Rico,72143,No Data,No Data,No Data
Vega Baja Municipio,Puerto Rico,72145,No Data,No Data,No Data
Vieques Municipio,Puerto Rico,72147,No Data,No Data,No Data
Villalba Municipio,Puerto Rico,72149,No Data,No Data,No Data
Yabucoa Municipio,Puerto Rico,72151,No Data,No Data,No Data
Yauco Municipio,Puerto Rico,72153,No Data,No Data,No Data
Bristol County,Rhode Island,44001,8641,7474,9943
Kent County,Rhode Island,44003,39449,37187,41802
Newport County,Rhode Island,44005,16831,15370,18326
Providence County,Rhode Island,44007,142463,136637,148583
Washington County,Rhode Island,44009,25088,23331,26871
Abbeville County,South Carolina,45001,6885,5838,7929
Aiken County,South Carolina,45003,46434,42766,50030
Allendale County,South Carolina,45005,2623,1993,3324
Anderson County,South Carolina,45007,52026,47742,56592
Bamberg County,South Carolina,45009,4404,3502,5273
Barnwell County,South Carolina,45011,6504,5643,7523
Beaufort County,South Carolina,45013,36570,33122,40245
Berkeley County,South Carolina,45015,59524,54519,64900
Calhoun County,South Carolina,45017,5254,4337,6191
Charleston County,South Carolina,45019,89094,82551,95842
Cherokee County,South Carolina,45021,18618,15598,21479
Chester County,South Carolina,45023,10404,9060,11713
Chesterfield County,South Carolina,45025,12983,11201,14926
Clarendon County,South Carolina,45027,10993,9608,12342
Colleton County,South Carolina,45029,11441,10116,12755
Darlington County,South Carolina,45031,18370,16301,20451
Dillon County,South Carolina,45033,9088,7839,10500
Dorchester County,South Carolina,45035,38959,34831,42890
Edgefield County,South Carolina,45037,8095,6795,9407
Fairfield County,South Carolina,45039,8024,6536,9592
Florence County,South Carolina,45041,40201,36750,43676
Georgetown County,South Carolina,45043,18188,16491,19842
Greenville County,South Carolina,45045,111220,102898,119735
Greenwood County,South Carolina,45047,19056,17172,20916
Hampton County,South Carolina,45049,5901,4900,6876
Horry County,South Carolina,45051,86624,81318,91994
Jasper County,South Carolina,45053,8121,6792,9525
Kershaw County,South Carolina,45055,18153,15207,21202
Lancaster County,South Carolina,45057,22848,20100,25835
Laurens County,South Carolina,45059,18414,16473,20577
Lee County,South Carolina,45061,5343,4454,6264
Lexington County,South Carolina,45063,68811,62640,75334
Marion County,South Carolina,45067,9571,8353,10923
Marlboro County,South Carolina,45069,8742,7341,10208
Mccormick County,South Carolina,45065,3159,2629,3700
Newberry County,South Carolina,45071,10279,9034,11685
Oconee County,South Carolina,45073,20189,17917,22684
Orangeburg County,South Carolina,45075,27131,24967,29298
Pickens County,South Carolina,45077,28283,23828,32486
Richland County,South Carolina,45079,103579,96007,111583
Saluda County,South Carolina,45081,6028,5066,6943
Spartanburg County,South Carolina,45083,78514,71954,85583
Sumter County,South Carolina,45085,31493,28818,34315
Union County,South Carolina,45087,9864,8358,11397
Williamsburg County,South Carolina,45089,10960,9977,11958
York County,South Carolina,45091,61795,56808,66979
Aurora County,South Dakota,46003,626,441,838
Beadle County,South Dakota,46005,4836,3852,5818
Bennett County,South Dakota,46007,912,788,1032
Bon Homme County,South Dakota,46009,2177,1625,2769
Brookings County,South Dakota,46011,7433,6691,8236
Brown County,South Dakota,46013,10051,9220,10930
Brule County,South Dakota,46015,1319,896,1724
Buffalo County,South Dakota,46017,598,477,717
Butte County,South Dakota,46019,2426,2026,2892
Campbell County,South Dakota,46021,318,202,460
Charles Mix County,South Dakota,46023,2594,1941,3329
Clark County,South Dakota,46025,889,674,1135
Clay County,South Dakota,46027,3222,2547,3950
Codington County,South Dakota,46029,7106,6442,7800
Corson County,South Dakota,46031,1158,1019,1296
Custer County,South Dakota,46033,2390,1849,3005
Davison County,South Dakota,46035,4342,3434,5330
Day County,South Dakota,46037,1616,1238,1941
Deuel County,South Dakota,46039,1293,1011,1615
Dewey County,South Dakota,46041,1506,1350,1651
Douglas County,South Dakota,46043,599,369,826
Edmunds County,South Dakota,46045,932,689,1200
Fall River County,South Dakota,46047,2091,1622,2569
Faulk County,South Dakota,46049,680,489,876
Grant County,South Dakota,46051,1371,1003,1762
Gregory County,South Dakota,46053,849,553,1183
Haakon County,South Dakota,46055,413,310,519
Hamlin County,South Dakota,46057,1362,1108,1622
Hand County,South Dakota,46059,946,686,1207
Hanson County,South Dakota,46061,569,358,814
Harding County,South Dakota,46063,386,282,498
Hughes County,South Dakota,46065,4161,3364,5035
Hutchinson County,South Dakota,46067,1822,1376,2349
Hyde County,South Dakota,46069,221,125,329
Jackson County,South Dakota,46071,816,708,932
Jerauld County,South Dakota,46073,360,217,546
Jones County,South Dakota,46075,189,114,269
Kingsbury County,South Dakota,46077,1088,802,1403
Lake County,South Dakota,46079,3158,2391,4058
Lawrence County,South Dakota,46081,5379,4838,5935
Lincoln County,South Dakota,46083,12381,11307,13417
Lyman County,South Dakota,46085,995,605,1380
Marshall County,South Dakota,46091,1007,683,1404
Mccook County,South Dakota,46087,1358,964,1766
Mcpherson County,South Dakota,46089,479,326,655
Meade County,South Dakota,46093,6018,5415,6612
Mellette County,South Dakota,46095,559,468,647
Miner County,South Dakota,46097,483,314,679
Minnehaha County,South Dakota,46099,42681,39543,45672
Moody County,South Dakota,46101,1845,1436,2290
Oglala Lakota County,South Dakota,46102,3440,3140,3751
Pennington County,South Dakota,46103,23898,22094,25805
Perkins County,South Dakota,46105,683,505,872
Potter County,South Dakota,46107,521,344,721
Roberts County,South Dakota,46109,2894,2214,3533
Sanborn County,South Dakota,46111,556,371,755
Shannon County,South Dakota,46113,No Data,No Data,No Data
Spink County,South Dakota,46115,1930,1492,2403
Stanley County,South Dakota,46117,574,383,817
Sully County,South Dakota,46119,297,191,406
Todd County,South Dakota,46121,2268,2044,2488
Tripp County,South Dakota,46123,1475,1069,1921
Turner County,South Dakota,46125,2334,1876,2776
Union County,South Dakota,46127,3788,3045,4619
Walworth County,South Dakota,46129,1205,831,1616
Yankton County,South Dakota,46135,6294,5020,7487
Ziebach County,South Dakota,46137,966,849,1085
Anderson County,Tennessee,47001,19635,15578,23808
Bedford County,Tennessee,47003,11967,9253,14887
Benton County,Tennessee,47005,4131,2941,5345
Bledsoe County,Tennessee,47007,4507,3219,5865
Blount County,Tennessee,47009,36114,29565,42910
Bradley County,Tennessee,47011,29413,25707,33328
Campbell County,Tennessee,47013,9496,7176,11848
Cannon County,Tennessee,47015,4206,2941,5435
Carroll County,Tennessee,47017,7095,5540,8744
Carter County,Tennessee,47019,17058,14316,19831
Cheatham County,Tennessee,47021,9175,6381,12327
Chester County,Tennessee,47023,4342,3319,5415
Claiborne County,Tennessee,47025,7573,5769,9503
Clay County,Tennessee,47027,1925,1299,2663
Cocke County,Tennessee,47029,11309,8963,13675
Coffee County,Tennessee,47031,12450,9933,15204
Crockett County,Tennessee,47033,4933,3786,5965
Cumberland County,Tennessee,47035,16450,13469,19493
Davidson County,Tennessee,47037,153605,137420,169955
Decatur County,Tennessee,47039,3035,2317,3873
Dekalb County,Tennessee,47041,5347,3936,6820
Dickson County,Tennessee,47043,10886,7666,14914
Dyer County,Tennessee,47045,10451,8479,12592
Fayette County,Tennessee,47047,13905,10749,17151
Fentress County,Tennessee,47049,4248,3081,5458
Franklin County,Tennessee,47051,10428,8506,12532
Gibson County,Tennessee,47053,14723,12687,16980
Giles County,Tennessee,47055,7373,5276,9686
Grainger County,Tennessee,47057,5190,3458,7242
Greene County,Tennessee,47059,20200,17064,23482
Grundy County,Tennessee,47061,3381,2509,4385
Hamblen County,Tennessee,47063,16606,13657,19686
Hamilton County,Tennessee,47065,86226,78219,95178
Hancock County,Tennessee,47067,1456,905,2049
Hardeman County,Tennessee,47069,7025,5487,8650
Hardin County,Tennessee,47071,6937,5596,8379
Hawkins County,Tennessee,47073,14034,11679,16650
Haywood County,Tennessee,47075,6220,5022,7462
Henderson County,Tennessee,47077,7980,6702,9368
Henry County,Tennessee,47079,8618,6976,10308
Hickman County,Tennessee,47081,7264,5447,9216
Houston County,Tennessee,47083,1577,909,2282
Humphreys County,Tennessee,47085,5033,3610,6582
Jackson County,Tennessee,47087,3437,2553,4401
Jefferson County,Tennessee,47089,17423,14040,20897
Johnson County,Tennessee,47091,4246,3065,5637
Knox County,Tennessee,47093,101727,91547,112842
Lake County,Tennessee,47095,2169,1303,3240
Lauderdale County,Tennessee,47097,9249,7429,10944
Lawrence County,Tennessee,47099,11733,9660,13749
Lewis County,Tennessee,47101,3942,2918,5120
Lincoln County,Tennessee,47103,9068,6882,11248
Loudon County,Tennessee,47105,10152,7362,13109
Macon County,Tennessee,47111,6202,4594,7886
Madison County,Tennessee,47113,28986,26154,31463
Marion County,Tennessee,47115,7133,5377,9004
Marshall County,Tennessee,47117,10417,8266,12713
Maury County,Tennessee,47119,21913,17945,25806
Mcminn County,Tennessee,47107,14494,12315,16757
Mcnairy County,Tennessee,47109,6229,4813,7733
Meigs County,Tennessee,47121,2901,2084,3835
Monroe County,Tennessee,47123,12916,10615,15535
Montgomery County,Tennessee,47125,51115,44805,57657
Moore County,Tennessee,47127,1461,894,2109
Morgan County,Tennessee,47129,6408,4638,8372
Obion County,Tennessee,47131,9065,7308,10969
Overton County,Tennessee,47133,5973,4579,7408
Perry County,Tennessee,47135,1770,1175,2414
Pickett County,Tennessee,47137,1243,795,1740
Polk County,Tennessee,47139,5302,4009,6489
Putnam County,Tennessee,47141,16430,13738,19230
Rhea County,Tennessee,47143,9685,7503,11967
Roane County,Tennessee,47145,15336,12275,18882
Robertson County,Tennessee,47147,19674,15383,24373
Rutherford County,Tennessee,47149,76150,66161,85894
Scott County,Tennessee,47151,6429,4926,7901
Sequatchie County,Tennessee,47153,4169,3089,5260
Sevier County,Tennessee,47155,33095,28031,38427
Shelby County,Tennessee,47157,236342,217681,256153
Smith County,Tennessee,47159,4682,3350,6204
Stewart County,Tennessee,47161,3023,1821,4202
Sullivan County,Tennessee,47163,40942,37114,44906
Sumner County,Tennessee,47165,36989,29660,44437
Tipton County,Tennessee,47167,16541,12855,20331
Trousdale County,Tennessee,47169,2102,1173,3271
Unicoi County,Tennessee,47171,3846,2658,5143
Union County,Tennessee,47173,4976,3449,6487
Van Buren County,Tennessee,47175,1492,981,2025
Warren County,Tennessee,47177,10653,8304,13252
Washington County,Tennessee,47179,33557,29306,37777
Wayne County,Tennessee,47181,4468,3321,5726
Weakley County,Tennessee,47183,10125,8240,12095
White County,Tennessee,47185,7463,5914,9091
Williamson County,Tennessee,47187,35592,28251,44173
Wilson County,Tennessee,47189,33988,27628,40433
Anderson County,Texas,48001,17169,12928,21804
Andrews County,Texas,48003,3701,2363,5221
Angelina County,Texas,48005,24848,22451,27185
Aransas County,Texas,48007,7692,5465,10073
Archer County,Texas,48009,1899,1267,2641
Armstrong County,Texas,48011,317,178,533
Atascosa County,Texas,48013,13867,10261,17867
Austin County,Texas,48015,7051,5142,9156
Bailey County,Texas,48017,1210,723,1784
Bandera County,Texas,48019,5253,3565,7294
Bastrop County,Texas,48021,25467,21429,29494
Baylor County,Texas,48023,719,439,1074
Bee County,Texas,48025,8328,5284,11633
Bell County,Texas,48027,78653,64517,92028
Bexar County,Texas,48029,415121,371713,462681
Blanco County,Texas,48031,1998,1152,3031
Borden County,Texas,48033,125,73,184
Bosque County,Texas,48035,3587,2129,5391
Bowie County,Texas,48037,31745,23835,39789
Brazoria County,Texas,48039,82371,66663,100360
Brazos County,Texas,48041,51037,45887,56493
Brewster County,Texas,48043,1906,1112,2837
Briscoe County,Texas,48045,312,173,470
Brooks County,Texas,48047,1734,1119,2401
Brown County,Texas,48049,10432,7444,13600
Burleson County,Texas,48051,6368,4658,8297
Burnet County,Texas,48053,11951,8876,15568
Caldwell County,Texas,48055,12032,9389,14847
Calhoun County,Texas,48057,5084,3329,7006
Callahan County,Texas,48059,4122,2899,5268
Cameron County,Texas,48061,87034,70591,105249
Camp County,Texas,48063,1950,1085,3153
Carson County,Texas,48065,1178,702,1747
Cass County,Texas,48067,10301,6798,13569
Castro County,Texas,48069,1508,951,2210
Chambers County,Texas,48071,9456,6057,13199
Cherokee County,Texas,48073,16482,12849,20171
Childress County,Texas,48075,1325,730,2079
Clay County,Texas,48077,2733,2023,3506
Cochran County,Texas,48079,544,293,818
Coke County,Texas,48081,694,441,1045
Coleman County,Texas,48083,1378,785,2145
Collin County,Texas,48085,175567,149708,206047
Collingsworth County,Texas,48087,546,301,848
Colorado County,Texas,48089,3937,2400,5690
Comal County,Texas,48091,31389,24497,38867
Comanche County,Texas,48093,2475,1469,3818
Concho County,Texas,48095,726,373,1197
Cooke County,Texas,48097,7130,3973,10657
Coryell County,Texas,48099,17332,11753,23969
Cottle County,Texas,48101,203,113,349
Crane County,Texas,48103,642,341,1024
Crockett County,Texas,48105,779,500,1091
Crosby County,Texas,48107,1063,598,1619
Culberson County,Texas,48109,529,334,757
Dallam County,Texas,48111,1314,858,1886
Dallas County,Texas,48113,569815,519054,626922
Dawson County,Texas,48115,2535,1391,3901
Deaf Smith County,Texas,48117,3220,1962,4799
Delta County,Texas,48119,1138,667,1697
Denton County,Texas,48121,192923,163261,224505
Dewitt County,Texas,48123,3892,2287,5930
Dickens County,Texas,48125,308,138,507
Dimmit County,Texas,48127,1850,1085,2741
Donley County,Texas,48129,747,453,1064
Duval County,Texas,48131,2104,1169,3290
Eastland County,Texas,48133,3949,2608,5416
Ector County,Texas,48135,39310,30927,48171
Edwards County,Texas,48137,325,177,517
El Paso County,Texas,48141,184474,157356,212342
Ellis County,Texas,48139,46716,42743,50835
Erath County,Texas,48143,10186,7302,14283
Falls County,Texas,48145,3862,2023,6267
Fannin County,Texas,48147,8505,5210,11952
Fayette County,Texas,48149,4656,2890,6934
Fisher County,Texas,48151,669,346,1070
Floyd County,Texas,48153,1276,796,1824
Foard County,Texas,48155,263,151,399
Fort Bend County,Texas,48157,137803,110200,168515
Franklin County,Texas,48159,2413,1413,3528
Freestone County,Texas,48161,5784,3959,7806
Frio County,Texas,48163,4185,2443,6337
Gaines County,Texas,48165,4394,2894,5990
Galveston County,Texas,48167,84569,78002,92024
Garza County,Texas,48169,993,519,1631
Gillespie County,Texas,48171,4864,2989,7269
Glasscock County,Texas,48173,257,142,396
Goliad County,Texas,48175,1799,1156,2484
Gonzales County,Texas,48177,4767,2956,6900
Gray County,Texas,48179,5722,3922,7953
Grayson County,Texas,48181,36853,26380,48415
Gregg County,Texas,48183,30273,21353,40085
Grimes County,Texas,48185,8630,6457,10892
Guadalupe County,Texas,48187,38228,29815,47409
Hale County,Texas,48189,7436,4870,10545
Hall County,Texas,48191,576,285,897
Hamilton County,Texas,48193,1594,925,2368
Hansford County,Texas,48195,997,590,1460
Hardeman County,Texas,48197,1000,636,1380
Hardin County,Texas,48199,15465,11826,19618
Harris County,Texas,48201,988705,909261,1060028
Harrison County,Texas,48203,21410,16622,26039
Hartley County,Texas,48205,1260,731,1870
Haskell County,Texas,48207,1270,754,1876
Hays County,Texas,48209,49265,41929,56237
Hemphill County,Texas,48211,555,298,867
Henderson County,Texas,48213,22576,18064,27183
Hidalgo County,Texas,48215,209433,173672,244231
Hill County,Texas,48217,9744,7136,12829
Hockley County,Texas,48219,4682,3066,6533
Hood County,Texas,48221,14672,10695,18893
Hopkins County,Texas,48223,8522,5642,11820
Houston County,Texas,48225,5150,3688,6733
Howard County,Texas,48227,9754,6633,13365
Hudspeth County,Texas,48229,1323,837,1837
Hunt County,Texas,48231,26477,19111,33581
Hutchinson County,Texas,48233,4370,2638,6425
Irion County,Texas,48235,270,153,416
Jack County,Texas,48237,1678,931,2537
Jackson County,Texas,48239,3559,2305,5021
Jasper County,Texas,48241,11469,8461,14371
Jeff Davis County,Texas,48243,523,287,779
Jefferson County,Texas,48245,78123,68091,88847
Jim Hogg County,Texas,48247,795,444,1254
Jim Wells County,Texas,48249,9622,6407,13247
Johnson County,Texas,48251,47346,38360,56121
Jones County,Texas,48253,4665,2557,7128
Karnes County,Texas,48255,3181,1812,4768
Kaufman County,Texas,48257,34073,24632,43084
Kendall County,Texas,48259,10940,7842,14478
Kenedy County,Texas,48261,62,36,99
Kent County,Texas,48263,162,92,240
Kerr County,Texas,48265,9636,5897,13851
Kimble County,Texas,48267,1069,619,1578
King County,Texas,48269,41,21,64
Kinney County,Texas,48271,668,372,1067
Kleberg County,Texas,48273,7144,4799,9856
Knox County,Texas,48275,682,395,998
La Salle County,Texas,48283,1376,697,2241
Lamar County,Texas,48277,12507,10782,14332
Lamb County,Texas,48279,2315,1390,3256
Lampasas County,Texas,48281,5368,3577,7374
Lavaca County,Texas,48285,5990,4041,8019
Lee County,Texas,48287,4886,3593,6221
Leon County,Texas,48289,4333,2907,5774
Liberty County,Texas,48291,22570,16188,29765
Limestone County,Texas,48293,7342,5048,9745
Lipscomb County,Texas,48295,699,390,1062
Live Oak County,Texas,48297,2230,1239,3391
Llano County,Texas,48299,4485,2618,6637
Loving County,Texas,48301,26,16,38
Lubbock County,Texas,48303,68212,55310,81710
Lynn County,Texas,48305,1069,619,1619
Madison County,Texas,48313,3215,2017,4679
Marion County,Texas,48315,3617,2445,4823
Martin County,Texas,48317,1151,682,1694
Mason County,Texas,48319,799,482,1215
Matagorda County,Texas,48321,9694,6588,12994
Maverick County,Texas,48323,11611,7560,15931
Mcculloch County,Texas,48307,1853,1154,2702
Mclennan County,Texas,48309,61207,48225,74408
Mcmullen County,Texas,48311,146,76,232
Medina County,Texas,48325,13782,10022,18108
Menard County,Texas,48327,496,318,704
Midland County,Texas,48329,39527,31274,47966
Milam County,Texas,48331,7474,5714,9647
Mills County,Texas,48333,1037,615,1535
Mitchell County,Texas,48335,1253,645,2066
Montague County,Texas,48337,4897,3607,6235
Montgomery County,Texas,48339,119300,99033,141934
Moore County,Texas,48341,3956,2301,5810
Morris County,Texas,48343,3083,1857,4464
Motley County,Texas,48345,234,135,349
Nacogdoches County,Texas,48347,16258,14264,18203
Navarro County,Texas,48349,12066,8854,15623
Newton County,Texas,48351,3783,2207,5497
Nolan County,Texas,48353,2825,1694,4267
Nueces County,Texas,48355,86773,76132,97529
Ochiltree County,Texas,48357,1784,1064,2611
Oldham County,Texas,48359,385,228,568
Orange County,Texas,48361,28156,23144,33419
Palo Pinto County,Texas,48363,8676,6722,10844
Panola County,Texas,48365,5828,3443,8519
Parker County,Texas,48367,31378,23824,39160
Parmer County,Texas,48369,2503,1668,3396
Pecos County,Texas,48371,4500,2862,6272
Polk County,Texas,48373,15177,11087,19312
Potter County,Texas,48375,26496,18496,34748
Presidio County,Texas,48377,1518,970,2173
Rains County,Texas,48379,2482,1506,3557
Randall County,Texas,48381,29124,21441,37834
Reagan County,Texas,48383,699,418,1098
Real County,Texas,48385,559,288,919
Red River County,Texas,48387,3825,3093,4574
Reeves County,Texas,48389,3358,1939,4939
Refugio County,Texas,48391,1088,602,1734
Roberts County,Texas,48393,144,80,226
Robertson County,Texas,48395,5285,3978,6616
Rockwall County,Texas,48397,21027,14610,28181
Runnels County,Texas,48399,1440,781,2373
Rusk County,Texas,48401,16723,14375,19062
Sabine County,Texas,48403,2256,1294,3338
San Augustine County,Texas,48405,2340,1583,3242
San Jacinto County,Texas,48407,8086,5599,10796
San Patricio County,Texas,48409,19257,14946,23711
San Saba County,Texas,48411,1495,812,2186
Schleicher County,Texas,48413,497,292,761
Scurry County,Texas,48415,3437,1885,5374
Shackelford County,Texas,48417,638,358,969
Shelby County,Texas,48419,5278,3342,7638
Sherman County,Texas,48421,609,375,913
Smith County,Texas,48423,55063,44571,65800
Somervell County,Texas,48425,1908,1103,2785
Starr County,Texas,48427,13173,8704,17703
Stephens County,Texas,48429,2455,1664,3325
Sterling County,Texas,48431,195,103,321
Stonewall County,Texas,48433,212,115,340
Sutton County,Texas,48435,808,479,1187
Swisher County,Texas,48437,1054,503,1751
Tarrant County,Texas,48439,448504,406794,488373
Taylor County,Texas,48441,30278,24100,37326
Terrell County,Texas,48443,128,65,205
Terry County,Texas,48445,3213,2031,4492
Throckmorton County,Texas,48447,285,164,431
Titus County,Texas,48449,7522,4841,10638
Tom Green County,Texas,48451,25861,19531,32610
Travis County,Texas,48453,212163,195565,228879
Trinity County,Texas,48455,2807,1592,4470
Tyler County,Texas,48457,7117,5155,9237
Upshur County,Texas,48459,9010,5926,12753
Upton County,Texas,48461,596,332,927
Uvalde County,Texas,48463,6721,4719,9063
Val Verde County,Texas,48465,8971,5648,12528
Van Zandt County,Texas,48467,14342,10695,18475
Victoria County,Texas,48469,24405,19171,30362
Walker County,Texas,48471,18617,13075,24960
Waller County,Texas,48473,12294,10893,13677
Ward County,Texas,48475,2992,1953,4206
Washington County,Texas,48477,9366,6472,12237
Webb County,Texas,48479,64825,44464,86914
Wharton County,Texas,48481,11072,7783,14748
Wheeler County,Texas,48483,969,508,1465
Wichita County,Texas,48485,34602,31589,37628
Wilbarger County,Texas,48487,3439,2520,4413
Willacy County,Texas,48489,5898,4150,7963
Williamson County,Texas,48491,122083,110789,134150
Wilson County,Texas,48493,12557,8511,16690
Winkler County,Texas,48495,1920,1258,2596
Wise County,Texas,48497,21494,16721,26445
Wood County,Texas,48499,11437,7674,15861
Yoakum County,Texas,48501,1622,967,2347
Young County,Texas,48503,4706,3381,6074
Zapata County,Texas,48505,2731,1701,4052
Zavala County,Texas,48507,2299,1374,3397
Beaver County,Utah,49001,1119,816,1495
Box Elder County,Utah,49003,12054,10577,13558
Cache County,Utah,49005,19896,17928,22082
Carbon County,Utah,49007,4331,3760,4868
Daggett County,Utah,49009,216,142,300
Davis County,Utah,49011,60037,56151,64094
Duchesne County,Utah,49013,3993,3566,4439
Emery County,Utah,49015,2157,1829,2470
Garfield County,Utah,49017,775,530,1085
Grand County,Utah,49019,1993,1575,2435
Iron County,Utah,49021,9004,7755,10300
Juab County,Utah,49023,1979,1606,2339
Kane County,Utah,49025,1558,1195,1939
Millard County,Utah,49027,3081,2682,3508
Morgan County,Utah,49029,1613,1143,2162
Piute County,Utah,49031,224,132,328
Rich County,Utah,49033,404,266,550
Salt Lake County,Utah,49035,208854,201072,217075
San Juan County,Utah,49037,3859,3316,4379
Sanpete County,Utah,49039,5921,5202,6675
Sevier County,Utah,49041,4318,3736,4878
Summit County,Utah,49043,4359,3574,5200
Tooele County,Utah,49045,16159,14969,17450
Uintah County,Utah,49047,8126,7497,8809
Utah County,Utah,49049,97097,92129,102142
Wasatch County,Utah,49051,5200,4525,5909
Washington County,Utah,49053,28175,25404,30753
Wayne County,Utah,49055,440,314,593
Weber County,Utah,49057,55025,51582,58604
Addison County,Vermont,50001,7391,6663,8215
Bennington County,Vermont,50003,8323,7615,9104
Caledonia County,Vermont,50005,6953,6376,7618
Chittenden County,Vermont,50007,28189,26196,30397
Essex County,Vermont,50009,1511,1308,1719
Franklin County,Vermont,50011,12927,11962,13845
Grand Isle County,Vermont,50013,1677,1435,1926
Lamoille County,Vermont,50015,4577,4063,5091
Orange County,Vermont,50017,6589,5916,7251
Orleans County,Vermont,50019,6754,6168,7328
Rutland County,Vermont,50021,15405,14243,16606
Washington County,Vermont,50023,10069,9247,10962
Windham County,Vermont,50025,8648,7863,9440
Windsor County,Vermont,50027,12281,11320,13304
Accomack County,Virginia,51001,9443,8095,10871
Albemarle County,Virginia,51003,18534,15519,21614
Alexandria City,Virginia,51510,30619,25606,35824
Alleghany County,Virginia,51005,3991,3096,4964
Amelia County,Virginia,51007,4432,3586,5337
Amherst County,Virginia,51009,7130,5393,9097
Appomattox County,Virginia,51011,4896,3579,6184
Arlington County,Virginia,51013,35366,29859,41557
Augusta County,Virginia,51015,20559,17630,23564
Bath County,Virginia,51017,904,592,1312
Bedford City,Virginia,51515,No Data,No Data,No Data
Bedford County,Virginia,51019,21139,18352,24270
Bland County,Virginia,51021,1445,941,2048
Botetourt County,Virginia,51023,7593,5796,9620
Bristol City,Virginia,51520,3443,2123,4905
Brunswick County,Virginia,51025,5985,4626,7316
Buchanan County,Virginia,51027,6296,4849,7855
Buckingham County,Virginia,51029,5812,4517,7044
Buena Vista City,Virginia,51530,1030,579,1653
Campbell County,Virginia,51031,16543,14139,19013
Caroline County,Virginia,51033,9773,7555,11953
Carroll County,Virginia,51035,8049,6206,9899
Charles City County,Virginia,51036,2239,1298,3348
Charlotte County,Virginia,51037,3336,2449,4231
Charlottesville City,Virginia,51540,11685,8564,15018
Chesapeake City,Virginia,51550,62056,55688,68266
Chesterfield County,Virginia,51041,83714,76540,91317
Clarke County,Virginia,51043,3061,2021,4179
Colonial Heights City,Virginia,51570,4448,3286,5761
Covington City,Virginia,51580,1048,538,1675
Craig County,Virginia,51045,1109,702,1582
Culpeper County,Virginia,51047,12458,10088,14981
Cumberland County,Virginia,51049,3316,2595,4079
Danville City,Virginia,51590,9561,7070,12428
Dickenson County,Virginia,51051,4087,3119,5203
Dinwiddie County,Virginia,51053,10160,8190,11991
Emporia City,Virginia,51595,1144,531,1887
Essex County,Virginia,51057,3075,2215,4041
Fairfax City,Virginia,51600,4287,3448,5182
Fairfax County,Virginia,51059,179681,162898,195871
Falls Church City,Virginia,51610,2236,1412,3171
Fauquier County,Virginia,51061,17767,14817,20966
Floyd County,Virginia,51063,3538,2643,4459
Fluvanna County,Virginia,51065,7725,5883,9830
Franklin City,Virginia,51620,2277,1474,3075
Franklin County,Virginia,51067,17515,14222,20742
Frederick County,Virginia,51069,21485,18026,25028
Fredericksburg City,Virginia,51630,6560,5080,8394
Galax City,Virginia,51640,1687,1081,2355
Giles County,Virginia,51071,3953,2964,5113
Gloucester County,Virginia,51073,8546,6884,10402
Goochland County,Virginia,51075,5366,3997,7015
Grayson County,Virginia,51077,4259,3260,5330
Greene County,Virginia,51079,4424,3094,5949
Greensville County,Virginia,51081,3965,2651,5212
Halifax County,Virginia,51083,10949,9098,12654
Hampton City,Virginia,51650,37506,32921,41843
Hanover County,Virginia,51085,23555,19982,27299
Harrisonburg City,Virginia,51660,10183,7089,14029
Henrico County,Virginia,51087,80676,73127,88968
Henry County,Virginia,51089,15001,12630,17532
Highland County,Virginia,51091,477,286,697
Hopewell City,Virginia,51670,6661,5338,8114
Isle Of Wight County,Virginia,51093,12554,10252,14563
